Kode Toko,NAMA TOKO,OPENING,"UMUR TOKO
(TAHUN)",JARAK TEMPUH,"WAKTU TEMPUH
(HARI:JAM:MENIT)",KATEGORI WILAYAH,KELURAHAN,KECAMATAN,KAB/KOTA,KODE POS,KOORDINAT GPS
T15G,GALAXY BOULEVARD,30-Sep-11,14,"66,5",0 hari 1 jam 13 menit,Menengah,PEKAYONJAYA,BEKASI SELATAN,KOTA BEKASI,17148,-6.25955556 106.97280556
TIBR,PERUMNAS KARAWANG,29-Okt-11,14,32,0 hari 0 jam 35 menit,DK,SUKALUYU,TELUKJAMBE TIMUR,KARAWANG,41360,-6.335045 107.282053
TCXD,PINAYUNGAN,31-Okt-11,14,"34,5",0 hari 0 jam 37 menit,DK,PINAYUNGAN,TELUKJAMBE TIMUR,KARAWANG,41360,-6.341893 107.310273
TRQX,PUSEUR JAYA,21-Nov-11,14,"32,5",0 hari 0 jam 35 menit,DK,PUSEUR JAYA,TELUKJAMBE TIMUR,KARAWANG,41360,-6.337082 107.298972
TJ8H,KUTA GANDOK,23-Nov-11,14,"48,4",0 hari 0 jam 53 menit,Menengah,KUTAGANDOK,KUTAWALUYA,KARAWANG,41358,-6.15933333 107.32230556
FDDW,PONDOK TIMUR INDAH,16-Des-11,14,61,0 hari 1 jam 7 menit,Menengah,MUSTIKA JAYA,MUSTIKAJAYA,KOTA BEKASI,17158,-6.285877 107.01862
TGBX,BINTARA RAYA,23-Des-11,14,"71,1",0 hari 1 jam 18 menit,Menengah,BINTARA,BEKASI BARAT,KOTA BEKASI,17134,-6.22588889 106.95022222
TIG3,BEKASI TIMUR REGENCY RAYA,23-Des-11,14,"61,6",0 hari 1 jam 7 menit,Menengah,CIMUNING,MUSTIKAJAYA,KOTA BEKASI,17155,-6.32794444 107.01847222
TG1L,WANAYASA 2,1-Jan-12,14,48,0 hari 0 jam 52 menit,Menengah,WANAYASA,WANAYASA,PURWAKARTA,41174,-6.681416 107.55864
TD6J,KLARI,5-Jan-12,14,"23,9",0 hari 0 jam 26 menit,DK,CIBALONG SARI,KLARI,KARAWANG,41371,-6.363303 107.361016
F4HX,IPIK GANDAMANAH 07,11-Jan-12,14,"13,8",0 hari 0 jam 15 menit,DK,MUNJULJAYA,PURWAKARTA,PURWAKARTA,41117,-6.52869444 107.45766667
TMFM,JEMBATAN 2,12-Jan-12,14,"60,6",0 hari 1 jam 6 menit,Menengah,PENGASINAN,RAWA LUMBU,KOTA BEKASI,17115,-6.27369444 107.00091667
TMXF,R.E.MARTADINATA 51,16-Jan-12,14,"17,8",0 hari 0 jam 19 menit,DK,NAGRI TENGAH,PURWAKARTA,PURWAKARTA,41114,-6.555057 107.443756
TNUO,SYECH QURO LAMARAN,15-Feb-12,14,"28,9",0 hari 0 jam 31 menit,DK,KARAWANG WETAN,KARAWANG TIMUR,KARAWANG,41314,-6.30219444 107.32488889
TMEG,TELAGA SARI RAYA,27-Feb-12,14,"35,6",0 hari 0 jam 39 menit,DK,TELAGA SARI,TELAGASARI,KARAWANG,41381,-6.290306 107.385389
FY7U,BUMI SATRIA KENCANA,1-Mar-12,14,"64,4",0 hari 1 jam 10 menit,Menengah,KAYURINGIN JAYA,BEKASI SELATAN,KOTA BEKASI,17144,-6.24327778 106.97825
FF3F,APARTEMEN CENTER POINT,14-Mar-12,14,"62,1",0 hari 1 jam 8 menit,Menengah,MARGAJAYA,BEKASI SELATAN,KOTA BEKASI,17141,-6.244342 106.993736
TMN3,TURI RAYA,27-Mar-12,14,44,0 hari 0 jam 48 menit,Menengah,TANJUNGJAYA,TEMPURAN,KARAWANG,41385,-6.175617 107.433543
TAR4,CIKUNIR RAYA,29-Mar-12,14,"68,6",0 hari 1 jam 15 menit,Menengah,JAKAMULYA,BEKASI SELATAN,KOTA BEKASI,17146,-6.27316667 106.962
TNMP,SETU DISHUB,30-Mar-12,14,57,0 hari 1 jam 2 menit,Menengah,CIBUNTU,CIBITUNG,BEKASI,17520,-6.303735 107.066762
T7FB,BY PASS JOMIN,27-Apr-12,14,"7,3",0 hari 0 jam 8 menit,DK,JOMIN TIMUR,KOTA BARU,KARAWANG,41376,-6.412118 107.484585
TE1M,KRASAK CILAMAYA,28-Apr-12,14,27,0 hari 0 jam 29 menit,DK,TEGAL WARU,CILAMAYA WETAN,KARAWANG,41386,-6.27024 107.56817
TQNL,SEDAP MALAM,28-Apr-12,14,"65,9",0 hari 1 jam 12 menit,Menengah,JAKASETIA,BEKASI SELATAN,KOTA BEKASI,17147,-6.255575 106.970389
TXE1,BATU JAYA,28-Apr-12,14,"70,4",0 hari 1 jam 17 menit,Menengah,BATU JAYA,BATU JAYA,KARAWANG,41354,-6.075501 107.175171
TH0Y,PEDES RAYA,30-Apr-12,14,"62,2",0 hari 1 jam 8 menit,Menengah,PAYUNG SARI,PEDES,KARAWANG,41353,-6.09441667 107.36916667
TWR4,BINTARA JAYA RAYA,30-Apr-12,14,"71,1",0 hari 1 jam 18 menit,Menengah,BINTARA JAYA,BEKASI BARAT,KOTA BEKASI,17136,-6.2365 106.94566667
F0TP,ZAMRUD RAYA,21-Mei-12,14,"59,8",0 hari 1 jam 5 menit,Menengah,PADURENAN,MUSTIKAJAYA,KOTA BEKASI,17156,-6.30833333 107.02111111
T7GM,LOJI KARAWANG,31-Mei-12,13,"55,6",0 hari 1 jam 1 menit,Menengah,CINTALAKSANA,TEGALWARU,KARAWANG,41364,-6.51658333 107.22777778
TUPM,PULO RIBUNG RAYA,31-Mei-12,13,"66,2",0 hari 1 jam 12 menit,Menengah,JAKASETIA,BEKASI SELATAN,KOTA BEKASI,17147,-6.266731 106.970617
T5IH,SADANG 36-PURWAKARTA,23-Jun-12,13,"11,5",0 hari 0 jam 12 menit,DK,CIWANGI,BUNGURSARI,PURWAKARTA,41181,-6.510266 107.462626
TQUI,A.YANI 21A CIPAISAN-PURWAKARTA,24-Jun-12,13,"16,6",0 hari 0 jam 18 menit,DK,NAGRIKALER,PURWAKARTA,PURWAKARTA,41115,-6.54644444 107.442
T4OS,MANGUNJAYA INDAH,29-Jun-12,13,61,0 hari 1 jam 7 menit,Menengah,MEKARSARI,TAMBUN SELATAN,BEKASI,17510,-6.25411111 107.05838889
TR2P,JOYO MARTONO,30-Jun-12,13,"62,2",0 hari 1 jam 8 menit,Menengah,MARGAHAYU,BEKASI TIMUR,KOTA BEKASI,17113,-6.257939 107.020706
T3IX,MUSTIKA WANASARI,7-Jul-12,13,60,0 hari 1 jam 6 menit,Menengah,WANASARI,CIBITUNG,BEKASI,17520,-6.25225 107.09033333
T4NL,CAMPAKA 14-PURWAKARTA,9-Jul-12,13,"14,9",0 hari 0 jam 16 menit,DK,CIKUMPAY,CAMPAKA,PURWAKARTA,41180,-6.50497222 107.48794444
TZV6,KAYURINGIN,18-Jul-12,13,"64,2",0 hari 1 jam 10 menit,Menengah,KAYURINGIN JAYA,BEKASI SELATAN,KOTA BEKASI,17144,-6.247786 106.980996
FPHZ,PURI PERSADA INDAH,31-Jul-12,13,57,0 hari 1 jam 2 menit,Menengah,SINDANG MULYA,CIBARUSAH,BEKASI,17340,-6.4105 107.08852778
TNMF,DUREN KOSAMBI,16-Agu-12,13,"18,8",0 hari 0 jam 20 menit,DK,DUREN,KLARI,KARAWANG,41371,-6.36702778 107.36763889
TPSM,SYECH QURO RAYA,24-Sep-12,13,"29,3",0 hari 0 jam 32 menit,DK,PALUMBONSARI,KARAWANG TIMUR,KARAWANG,41314,-6.29447222 107.3325
T8W6,KALIMALANG INDAH,26-Sep-12,13,"55,8",0 hari 1 jam 1 menit,Menengah,SETIADARMA,TAMBUN SELATAN,BEKASI,17510,-6.27327778 107.05230556
T3U3,REST AREA KM 42 B,17-Okt-12,13,"31,3",0 hari 0 jam 34 menit,DK,WANASARI,TELUKJAMBE BARAT,KARAWANG,41361,-6.356152 107.230079
TFWO,RENGAS DENGKLOK RAYA,31-Okt-12,13,"50,5",0 hari 0 jam 55 menit,Menengah,AMANSARI,RENGASDENGKLOK,KARAWANG,41352,-6.172715 107.297306
TSCY,BOSIH RAYA,31-Okt-12,13,"61,8",0 hari 1 jam 7 menit,Menengah,WANASARI,CIBITUNG,BEKASI,17520,-6.23525 107.09241667
TBJ8,MARACANG,17-Nov-12,13,17,0 hari 0 jam 18 menit,DK,MARACANG,BABAKAN CIKAO,PURWAKARTA,41151,-6.519874 107.432534
TTZ2,CIWANGI 400,27-Nov-12,13,"10,8",0 hari 0 jam 11 menit,DK,CIWANGI,BUNGURSARI,PURWAKARTA,41181,-6.505594 107.463644
T7UC,VETERAN 162,6-Des-12,13,"14,3",0 hari 0 jam 15 menit,DK,NAGRIKALER,PURWAKARTA,PURWAKARTA,41115,-6.53013889 107.44655556
TVJV,GRIYA SETU PERMAI,15-Des-12,13,"62,1",0 hari 1 jam 8 menit,Menengah,BURANGKENG,SETU,BEKASI,17320,-6.33888889 107.03988889
TFMI,KOTA BARU,26-Des-12,13,"9,9",0 hari 0 jam 10 menit,DK,PANGULAH SELATAN,KOTA BARU,KARAWANG,41376,-6.40311111 107.49113889
T9NP,SARASWATI,29-Des-12,13,"10,3",0 hari 0 jam 11 menit,DK,CIKAMPEK SELATAN,CIKAMPEK,KARAWANG,41373,-6.40352778 107.45013889
TZBZ,SAGALA HERANG BARU,30-Des-12,13,"52,7",0 hari 0 jam 57 menit,Menengah,SAGALAHERANG,SAGALAHERANG,SUBANG,41282,-6.67327778 107.65288889
TQBS,SULTAN HASANUDIN RAYA,31-Jan-13,13,"58,2",0 hari 1 jam 4 menit,Menengah,TAMBUN,TAMBUN SELATAN,BEKASI,17510,-6.263419 107.064958
TKEH,CILEGONG 72,5-Feb-13,13,"29,5",0 hari 0 jam 32 menit,DK,JATILUHUR,JATILUHUR,PURWAKARTA,41152,-6.528296 107.416229
TRNN,CIREOG,16-Feb-13,13,"17,7",0 hari 0 jam 19 menit,DK,CIJAYA,CAMPAKA,PURWAKARTA,41180,-6.495221 107.511581
TJYO,SURADIREJA 89,19-Feb-13,13,"16,1",0 hari 0 jam 17 menit,DK,NAGRIKALER,PURWAKARTA,PURWAKARTA,41115,-6.544955 107.445906
T9F9,ALAM PESONA WANAJAYA,28-Feb-13,13,"57,4",0 hari 1 jam 3 menit,Menengah,WANAJAYA,CIBITUNG,BEKASI,17520,-6.24458333 107.10391667
TRVY,PRAMUKA,13-Mar-13,13,"25,4",0 hari 0 jam 27 menit,DK,BUNDER,JATILUHUR,PURWAKARTA,41161,-6.560631 107.430007
TBLD,CAMPAKA CIKUMPAY,16-Mar-13,13,"16,1",0 hari 0 jam 17 menit,DK,CIKUMPAY,CAMPAKA,PURWAKARTA,41180,-6.50011111 107.49772222
FUYJ,MUSTIKA GRANDE,22-Mar-13,13,"64,8",0 hari 1 jam 11 menit,Menengah,BURANGKENG,SETU,BEKASI,17320,-6.34483333 107.02613889
TY0M,JAMPANG JATIMULYA,22-Mar-13,13,"58,9",0 hari 1 jam 4 menit,Menengah,JATI MULYA,TAMBUN SELATAN,BEKASI,17510,-6.273091 107.017658
TBJ3,MARACANG KRAJAN,23-Mar-13,13,"17,7",0 hari 0 jam 19 menit,DK,BABAKAN CIKAO,BABAKAN CIKAO,PURWAKARTA,41151,-6.507142 107.42017
TJ1Q,TRIDAYA RAYA,31-Mar-13,13,"61,9",0 hari 1 jam 8 menit,Menengah,SUMBER JAYA,TAMBUN SELATAN,BEKASI,17510,-6.23782 107.080051
TEPQ,IBRAHIM SINGADILAGA 54,20-Apr-13,13,"16,1",0 hari 0 jam 17 menit,DK,NAGRIKALER,PURWAKARTA,PURWAKARTA,41115,-6.54202778 107.44130556
TM84,IPIK GANDAMANAH 11,20-Apr-13,13,"14,4",0 hari 0 jam 15 menit,DK,MUNJULJAYA,PURWAKARTA,PURWAKARTA,41117,-6.53336111 107.45536111
TN1X,SUKATANI RAYA,27-Apr-13,13,"59,9",0 hari 1 jam 5 menit,Menengah,SUKADARMA,SUKATANI,BEKASI,17631,-6.17188889 107.17816667
TNU6,KOSAMBI CURUG,27-Apr-13,13,"18,1",0 hari 0 jam 19 menit,DK,DUREN,KLARI,KARAWANG,41371,-6.37113889 107.37463889
F3XH,GRAND RESIDENCE,30-Apr-13,13,"59,8",0 hari 1 jam 5 menit,Menengah,CIJENGKOL,SETU,BEKASI,17320,-6.326255 107.03583
TY63,JATISARI RAYA,30-Apr-13,13,"24,2",0 hari 0 jam 26 menit,DK,MEKARSARI,JATISARI,KARAWANG,41375,-6.37252778 107.52044444
T49W,DAWUAN,10-Mei-13,13,"38,7",0 hari 0 jam 42 menit,DK,DAWUAN KALER,DAWUAN,SUBANG,41270,-6.54516667 107.69422222
TE2V,REST AREA 62 B,11-Mei-13,13,"11,8",0 hari 0 jam 12 menit,DK,MEKARJAYA,PURWASARI,KARAWANG,41377,-6.39025 107.39591667
TGOI,PEBAYURAN,15-Mei-13,13,"44,4",0 hari 0 jam 48 menit,Menengah,KERTASARI,PEBAYURAN,BEKASI,17710,-6.21383333 107.28033333
TT0J,SUKARAYA REGENCY,17-Mei-13,13,"54,7",0 hari 1 jam 0 menit,Menengah,SUKARAYA,KARANG BAHAGIA,BEKASI,17535,-6.23069444 107.15894444
FJQF,METLAND TAMBUN,21-Mei-13,13,59,0 hari 1 jam 4 menit,Menengah,TAMBUN,TAMBUN SELATAN,BEKASI,17510,-6.26886111 107.07086111
T6M8,WARUNG ASEM,31-Mei-13,12,37,0 hari 0 jam 40 menit,DK,PURWADADI,PURWADADI,SUBANG,41261,-6.46169444 107.68886111
TKWZ,SPBU KALIMALANG,15-Jun-13,12,"67,3",0 hari 1 jam 14 menit,Menengah,JAKASAMPURNA,BEKASI BARAT,KOTA BEKASI,17145,-6.24880556 106.95952778
TP94,DANGDEUR 27,24-Jun-13,12,"43,3",0 hari 0 jam 47 menit,Menengah,DANGDEUR,SUBANG,SUBANG,41212,-6.54652778 107.73730556
TCGM,PURI CIKARANG INDAH,27-Jun-13,12,"55,1",0 hari 1 jam 0 menit,Menengah,SUKARUKUN,SUKATANI,BEKASI,17631,-6.21702778 107.16072222
FVG6,PATOKBEUSI 2,29-Jun-13,12,"25,8",0 hari 0 jam 28 menit,DK,RANCAMULYA,PATOKBEUSI,SUBANG,41263,-6.371916 107.617297
TTDA,BENDUL SUKATANI,30-Jun-13,12,"31,2",0 hari 0 jam 34 menit,DK,SUKATANI,SUKATANI,PURWAKARTA,41167,-6.609101 107.412888
TV3N,OESMAN,30-Jun-13,12,"14,1",0 hari 0 jam 15 menit,DK,NAGRIKALER,PURWAKARTA,PURWAKARTA,41115,-6.52863889 107.44666667
TY9O,PERTIGAAN KALIJATI,30-Jun-13,12,"33,9",0 hari 0 jam 37 menit,DK,KALIJATI,KALIJATI,SUBANG,41271,-6.52136111 107.67408333
TYV2,KALIBARU BARAT RAYA,9-Jul-13,12,"67,8",0 hari 1 jam 14 menit,Menengah,KOTA BARU,BEKASI BARAT,KOTA BEKASI,17133,-6.218807 106.963186
TIC1,CIKUNIR,19-Jul-13,12,"67,5",0 hari 1 jam 14 menit,Menengah,JAKAMULYA,BEKASI SELATAN,KOTA BEKASI,17146,-6.264231 106.961405
TX2W,BANYUSARI,20-Jul-13,12,"21,8",0 hari 0 jam 23 menit,DK,JAYAMUKTI,BANYUSARI,KARAWANG,41374,-6.31563889 107.56336111
TMV9,CIBOGO PLERED,25-Jul-13,12,37,0 hari 0 jam 40 menit,DK,PALINGGIHAN,PLERED,PURWAKARTA,41162,-6.645778 107.39108
TNV7,DIPONEGORO KM37,27-Jul-13,12,"59,3",0 hari 1 jam 5 menit,Menengah,JATI MULYA,TAMBUN SELATAN,BEKASI,17510,-6.25241 107.031322
TQCE,JUANDA RAYA BEKASI,27-Jul-13,12,"60,8",0 hari 1 jam 6 menit,Menengah,BEKASI JAYA,BEKASI TIMUR,KOTA BEKASI,17112,-6.24527778 107.00783333
TAZ0,CIASEM HILIR,28-Jul-13,12,"37,8",0 hari 0 jam 41 menit,DK,CIASEM HILIR,CIASEM,SUBANG,41256,-6.31376667 107.70235
TLMC,KARYA MUKTI KARAWANG,28-Jul-13,12,"24,9",0 hari 0 jam 27 menit,DK,KARYAMUKTI,LEMAH ABANG,KARAWANG,41383,-6.28502778 107.45675
T1T7,PUSAKA NAGARA 2,29-Jul-13,12,60,0 hari 1 jam 6 menit,Menengah,PUSAKARATU,PUSAKANAGARA,SUBANG,41265,-6.285961 107.878128
T5SE,SARENGSENG,29-Jul-13,12,"23,5",0 hari 0 jam 25 menit,DK,GEMPOLSARI,PATOKBEUSI,SUBANG,41263,-6.37938889 107.60425
T7CU,CITEKO,31-Jul-13,12,"37,9",0 hari 0 jam 41 menit,DK,CITEKO,PLERED,PURWAKARTA,41162,-6.64525 107.37483333
T7CX,TERUSAN PAHLAWAN,31-Jul-13,12,"16,3",0 hari 0 jam 17 menit,DK,PURWAMEKAR,PURWAKARTA,PURWAKARTA,41119,-6.53394444 107.43791667
THAR,ASEM RAYA,5-Agu-13,12,"58,8",0 hari 1 jam 4 menit,Menengah,MUSTIKA JAYA,MUSTIKAJAYA,KOTA BEKASI,17158,-6.296214 107.021292
T8HU,KAMARUNG,6-Agu-13,12,"51,5",0 hari 0 jam 56 menit,Menengah,KAMARUNG,PAGADEN,SUBANG,41251,-6.45730556 107.81227778
TSY3,TELUK JAMBE 80,7-Agu-13,12,"33,7",0 hari 0 jam 37 menit,DK,PINAYUNGAN,TELUKJAMBE TIMUR,KARAWANG,41360,-6.338023 107.309728
TM15,PEBAYURAN RAYA,16-Agu-13,12,"51,6",0 hari 0 jam 56 menit,Menengah,KARANG HAUR,PEBAYURAN,BEKASI,17710,-6.166 107.27791667
TDPP,SAMPALAN,31-Agu-13,12,"44,8",0 hari 0 jam 49 menit,Menengah,SAMPALAN,KUTAWALUYA,KARAWANG,41358,-6.17908333 107.34369444
T7MZ,KAMIJAYA,11-Sep-13,12,"11,1",0 hari 0 jam 12 menit,DK,DAWUAN BARAT,CIKAMPEK,KARAWANG,41373,-6.39427778 107.42958333
T1HV,BEKASI TIMUR REGENCY,14-Sep-13,12,"61,8",0 hari 1 jam 7 menit,Menengah,CIMUNING,MUSTIKAJAYA,KOTA BEKASI,17155,-6.325638 107.018938
TJZL,MEKARSARI RAYA 2,14-Sep-13,12,"63,7",0 hari 1 jam 10 menit,Menengah,BEKASI JAYA,BEKASI TIMUR,KOTA BEKASI,17112,-6.23180556 107.01372222
T3DY,KAPTEN HANAFIAH,25-Sep-13,12,"46,3",0 hari 0 jam 50 menit,Menengah,KARANGANYAR,SUBANG,SUBANG,41211,-6.56013889 107.77494444
T2NO,DIPONEGORO RAYA,28-Sep-13,12,"58,5",0 hari 1 jam 4 menit,Menengah,SETIAMEKAR,TAMBUN SELATAN,BEKASI,17510,-6.257578 107.040265
TQHS,SUKALUYU,29-Sep-13,12,"31,5",0 hari 0 jam 34 menit,DK,SUKALUYU,TELUKJAMBE TIMUR,KARAWANG,41360,-6.33647222 107.29002778
TENN,CIBUAYA,30-Sep-13,12,"65,2",0 hari 1 jam 11 menit,Menengah,CIBUAYA,CIBUAYA,KARAWANG,41356,-6.053588 107.3527
FX5G,ADIARSA,1-Okt-13,12,29,0 hari 0 jam 31 menit,DK,ADIARSA BARAT,KARAWANG BARAT,KARAWANG,41311,-6.320789 107.30962
TGA0,PRAMUKA RAWA LUMBU,2-Okt-13,12,"60,5",0 hari 1 jam 6 menit,Menengah,SEPANJANG JAYA,RAWA LUMBU,KOTA BEKASI,17114,-6.269296 106.99904
TMCP,SUKATANI 8,14-Okt-13,12,31,0 hari 0 jam 34 menit,DK,SUKATANI,SUKATANI,PURWAKARTA,41167,-6.60602778 107.41444444
TXCN,CELEBRATION TOWN GRAND WISATA,19-Okt-13,12,"55,5",0 hari 1 jam 1 menit,Menengah,LAMBANG SARI,TAMBUN SELATAN,BEKASI,17510,-6.29002778 107.04408333
TJ1Z,DARANGDAN,21-Okt-13,12,"44,1",0 hari 0 jam 48 menit,Menengah,SAWIT,DARANGDAN,PURWAKARTA,41163,-6.69244444 107.43716667
T7J3,BINTARA RAYA 2,28-Okt-13,12,"70,1",0 hari 1 jam 17 menit,Menengah,BINTARA,BEKASI BARAT,KOTA BEKASI,17134,-6.22897222 106.95477778
TLC9,SUKADAMI,31-Okt-13,12,"33,2",0 hari 0 jam 36 menit,DK,SUKADAMI,WANAYASA,PURWAKARTA,41174,-6.643676 107.524133
TR6X,KAMPUNG DUA,31-Okt-13,12,"65,6",0 hari 1 jam 12 menit,Menengah,JAKASAMPURNA,BEKASI BARAT,KOTA BEKASI,17145,-6.25058333 106.96252778
TYJT,PONDOK HIJAU RAYA,31-Okt-13,12,"58,3",0 hari 1 jam 4 menit,Menengah,PENGASINAN,RAWA LUMBU,KOTA BEKASI,17115,-6.26397222 107.01333333
THBS,NAROGONG PERMAI,29-Nov-13,12,"61,4",0 hari 1 jam 7 menit,Menengah,PENGASINAN,RAWA LUMBU,KOTA BEKASI,17115,-6.27877778 107.00672222
TEAC,CINANGSI,21-Des-13,12,47,0 hari 0 jam 51 menit,Menengah,CINANGSI,CIBOGO,SUBANG,41285,-6.55833333 107.79894444
TPD9,MARGASARI,31-Des-13,12,"19,2",0 hari 0 jam 21 menit,DK,MARGASARI,PASAWAHAN,PURWAKARTA,41171,-6.56525 107.46805556
TBNX,TAMBAK MEKAR,5-Jan-14,12,"59,3",0 hari 1 jam 5 menit,Menengah,TAMBAK MEKAR,JALAN CAGAK,SUBANG,41281,-6.651008 107.719734
T4YF,SPBU MARGAHAYU,16-Jan-14,12,"59,7",0 hari 1 jam 5 menit,Menengah,MARGAHAYU,BEKASI TIMUR,KOTA BEKASI,17113,-6.258839 107.014377
TXA8,PANGULAH,18-Jan-14,12,"8,9",0 hari 0 jam 9 menit,DK,PANGULAH UTARA,KOTA BARU,KARAWANG,41376,-6.400027 107.492857
TCVM,MT.HARYONO RAYA,28-Jan-14,12,"67,5",0 hari 1 jam 14 menit,Menengah,TAMAN RAHAYU,SETU,BEKASI,17320,-6.37302778 107.00644444
T0G2,RANGGAGEDE,29-Jan-14,12,"34,7",0 hari 0 jam 38 menit,DK,TANJUNGPURA,KARAWANG BARAT,KARAWANG,41316,-6.29733333 107.29052778
T1AO,MEGA REGENCY RAYA,30-Jan-14,12,56,0 hari 1 jam 1 menit,Menengah,SUKARAGAM,SERANG BARU,BEKASI,17330,-6.387586 107.11734
T64W,CIBATU KRAJAN,30-Jan-14,12,"20,2",0 hari 0 jam 22 menit,DK,CIBATU,CIBATU,PURWAKARTA,41182,-6.49888889 107.53158333
TOM9,KARANG JATI,30-Jan-14,12,"61,1",0 hari 1 jam 7 menit,Menengah,KERTARAHARJA,PEDES,KARAWANG,41353,-6.10286111 107.36594444
TXNM,REST AREA 72B,14-Feb-14,12,"17,4",0 hari 0 jam 19 menit,DK,CIGELAM,BABAKAN CIKAO,PURWAKARTA,41151,-6.46956 107.444904
FNSC,JOYO MARTONO RAYA,15-Feb-14,12,"58,9",0 hari 1 jam 4 menit,Menengah,MARGAHAYU,BEKASI TIMUR,KOTA BEKASI,17113,-6.254465 107.022422
TMP2,PUCUNG,24-Feb-14,12,9,0 hari 0 jam 9 menit,DK,PUCUNG,KOTA BARU,KARAWANG,41376,-6.404298 107.466181
TEKP,BOJONG MENTENG INDAH,26-Feb-14,12,"64,1",0 hari 1 jam 10 menit,Menengah,BOJONG MENTENG,RAWA LUMBU,KOTA BEKASI,17117,-6.30355556 106.99097222
TXMD,PEDURENAN INDAH,26-Feb-14,12,"61,2",0 hari 1 jam 7 menit,Menengah,PEDURENAN,MUSTIKAJAYA,KOTA BEKASI,17156,-6.319 107.01427778
TDAX,BOSIH BARU,28-Feb-14,12,"57,9",0 hari 1 jam 3 menit,Menengah,WANASARI,CIBITUNG,BEKASI,17520,-6.25133333 107.08730556
TSB1,MUSTIKA JAYA 2,28-Feb-14,12,"57,5",0 hari 1 jam 3 menit,Menengah,MUSTIKA JAYA,MUSTIKAJAYA,KOTA BEKASI,17158,-6.29591667 107.03077778
TVFS,PEGADUNGAN,5-Mar-14,12,"40,3",0 hari 0 jam 44 menit,Menengah,PAGADUNGAN,TEMPURAN,KARAWANG,41385,-6.19072222 107.4505
T5FK,CIBATU CIPEUNDEUY,18-Mar-14,12,"21,7",0 hari 0 jam 23 menit,DK,CIPINANG,CIBATU,PURWAKARTA,41182,-6.50325 107.54469444
T49H,CIPARUNG SARI,31-Mar-14,12,"23,2",0 hari 0 jam 25 menit,DK,CIPARUNG SARI,CIBATU,PURWAKARTA,41182,-6.501768 107.552756
T6G3,KALIJATI 3,26-Apr-14,12,"34,5",0 hari 0 jam 37 menit,DK,KALIJATI BARAT,KALIJATI,SUBANG,41271,-6.52605556 107.67313889
TQ4K,DR TARUNO KARAWANG,28-Apr-14,12,30,0 hari 0 jam 33 menit,DK,ADIARSA BARAT,KARAWANG BARAT,KARAWANG,41311,-6.318014 107.303496
FOQH,AMPERA SUBANG,29-Apr-14,12,"50,3",0 hari 0 jam 55 menit,Menengah,GANDASARI,CIKAUM,SUBANG,41266,-6.394144 107.746414
T2YX,TELUK JAMBE BARAT,29-Apr-14,12,32,0 hari 0 jam 35 menit,DK,KARANGMULYA,TELUKJAMBE BARAT,KARAWANG,41361,-6.339789 107.248225
FI96,MUTIARA GADING TIMUR RAYA,30-Apr-14,12,"57,4",0 hari 1 jam 3 menit,Menengah,MUSTIKAJAYA,MUSTIKAJAYA,KOTA BEKASI,17158,-6.28380556 107.02691667
T0WN,KEMBANG KUNING,30-Apr-14,12,"27,4",0 hari 0 jam 30 menit,DK,KEMBANG KUNING,JATILUHUR,PURWAKARTA,41152,-6.544968 107.423698
T1HX,A.R HAKIM,22-Mei-14,12,"46,7",0 hari 0 jam 51 menit,Menengah,CIGADUNG,SUBANG,SUBANG,41213,-6.55564 107.760518
T31C,TELAGA SARI INDAH,22-Mei-14,12,"36,4",0 hari 0 jam 40 menit,DK,TALAGAMULYA,TELAGASARI,KARAWANG,41381,-6.28897222 107.39433333
T40C,RUBAYA,30-Mei-14,11,"36,5",0 hari 0 jam 40 menit,DK,KARANG PAWITAN,KARAWANG BARAT,KARAWANG,41315,-6.29216667 107.30263889
TDQ6,JUANDA RAYA CIKAMPEK,30-Mei-14,11,"6,7",0 hari 0 jam 7 menit,DK,SARIMULYA,KOTA BARU,KARAWANG,41376,-6.41953 107.47142
TLMW,SUROTO KUNTO,31-Mei-14,11,"26,3",0 hari 0 jam 28 menit,DK,WARUNG BAMBU,KARAWANG TIMUR,KARAWANG,41313,-6.332565 107.331666
T25A,SUDIRMAN RAYA,11-Jun-14,11,"8,3",0 hari 0 jam 9 menit,DK,JOMIN BARAT,KOTA BARU,KARAWANG,41376,-6.40977778 107.47908333
T3AR,PONDOK PEKAYON INDAH RAYA,24-Jun-14,11,"65,8",0 hari 1 jam 12 menit,Menengah,PEKAYONJAYA,BEKASI SELATAN,KOTA BEKASI,17148,-6.26591667 106.97608333
THP2,PEKAYON RAYA 2,24-Jun-14,11,"64,9",0 hari 1 jam 11 menit,Menengah,PEKAYONJAYA,BEKASI SELATAN,KOTA BEKASI,17148,-6.269665 106.981728
T6SL,PATOK BEUSI,27-Jun-14,11,"18,7",0 hari 0 jam 20 menit,DK,TANJUNG RASA,PATOKBEUSI,SUBANG,41263,-6.37463889 107.56219444
TY1L,SIRNAJATI,30-Jun-14,11,"61,6",0 hari 1 jam 7 menit,Menengah,SIRNA JATI,CIBARUSAH,BEKASI,17340,-6.44147222 107.08727778
TL31,KEDUNG WARINGIN RAYA,4-Jul-14,11,"40,1",0 hari 0 jam 44 menit,Menengah,KEDUNG WARINGIN,KEDUNG WARINGIN,BEKASI,17540,-6.26578333 107.27254444
